title,actor,actress,genre,budget,revenue,imdb_score,success
La casa al final de la calle,Max Thieriot,Jennifer Lawrence,Terror,6900000,44287131,5.8,1
De padres a hijas,Russell Crowe,Amanda Seyfried,Drama,22400000,0,7.141,0
El juego de Hollywood,Tim Robbins,Greta Scacchi,Misterio,8000000,21706101,7.198,1
Los hombres libres de Jones,Matthew McConaughey,Gugu Mbatha-Raw,Acción,50000000,25035950,6.758,0
El guerrero rojo,Arnold Schwarzenegger,Brigitte Nielsen,Aventura,17900000,6948633,5.3,0
Rebelde entre el centeno,Nicholas Hoult,Hope Davis,Drama,0,944370,6.6,0
La pantera rosa ataca de nuevo,Peter Sellers,Briony McRoberts,Comedia,6000000,33833201,6.9,1
ＯＬ連続レイプ　巨乳むさぼる,Masahiro Yoshida,中村京子,Crimen,0,0,4.1,0
El hombre tranquilo,John Wayne,Maureen O'Hara,Romance,1750000,3800000,7.3,1
La reina de África,Humphrey Bogart,Katharine Hepburn,Romance,1000000,10750000,7.3,1
돈의 맛,김강우,윤여정,Drama,0,0,5.6,0
HLM Pussy,Mounir Margoum,Bérénice Bejo,Comedia,2500000,0,5.7,0
El superviviente de Auschwitz,Ben Foster,Vicky Krieps,Historia,0,0,6.9,0
Madagascar: los pingüinos en travesura navideña,Tom McGrath,Holly Dorff,Animación,0,0,6.8,0
Leyenda urbana 2,Matthew Davis,Jennifer Morrison,Terror,14000000,38574362,4.8,1
Érase una vez... un cuento al revés,George Carlin,Sarah Michelle Gellar,Aventura,47000000,38100000,5.0,0
Más fuerte que su destino,Rufus Sewell,Catherine McCormack,Drama,0,4553271,7.1,0
Tom y Jerry y el mago de Oz,Joe Alaskey,Grey DeLisle,Animación,0,0,6.3,0
Kabhi Khushi Kabhie Gham,Amitabh Bachchan,Kajol,Comedia,0,0,7.7,0
Daniel el travieso ataca de nuevo,Don Rickles,Betty White,Familia,0,0,5.4,0
唐探1900,王宝强,Xi Meijuan,Comedia,0,0,0.0,0
Persuasión,Cosmo Jarvis,Dakota Johnson,Romance,0,0,6.0,0
Juntos en combate,Kellan Lutz,Desconocido,Bélica,0,0,4.8,0
Primer,Shane Carruth,Desconocido,Ciencia ficción,7000,545436,6.8,1
La fuente de la vida,Hugh Jackman,Rachel Weisz,Drama,35000000,15304890,6.923,0
Brick Mansions (La fortaleza),Paul Walker,Kalinka Pétrie,Acción,28000000,71416730,5.9,1
용감한 시민,이준영,신혜선,Acción,0,2116112,6.9,0
SLY LIVES! (aka The Burden of Black Genius),Sly Stone,Desconocido,Documental,0,0,0.0,0
La Chica de al Lado 2,Kang Min-woo,Yoo Sul-young,Romance,0,0,6.9,0
Noche en la tierra,Giancarlo Esposito,Winona Ryder,Comedia,3500000,2015810,7.5,0
La leyenda de Hei,劉朙月,Shan Xin,Animación,0,48045728,8.4,0
Inside Man: Most Wanted,Aml Ameen,Rhea Seehorn,Acción,0,0,6.5,0
La sombra de la sospecha,Michael Douglas,Eva Longoria,Acción,60000000,78810595,6.1,1
Amenaza en la sombra,Donald Sutherland,Julie Christie,Suspense,1500000,0,6.93,0
Aullidos,Patrick Macnee,Dee Wallace,Terror,1000000,17985893,6.567,1
"Network, un mundo implacable",William Holden,Faye Dunaway,Drama,3800000,23700000,7.8,1
Vigilados,Dan Stevens,Alison Brie,Terror,0,4296804,5.5,0
Un San Valentín de muerte,David Boreanaz,Denise Richards,Terror,10000000,16300000,5.528,1
Misty – The Erroll Garner Story,Desconocido,Desconocido,Documental,0,0,0.0,0
La Avispa,Dominic Allburn,Naomie Harris,Suspense,0,0,6.4,0
Bajo sospecha,Gene Hackman,Monica Bellucci,Suspense,25000000,1308242,6.099,0
La mano que mece la cuna,Matt McCoy,Annabella Sciorra,Drama,11700000,88036683,6.868,1
Tomb of the River,장혁,한선화,Acción,0,0,6.3,0
El diablo sobre ruedas,Dennis Weaver,Jacqueline Scott,Acción,450000,0,7.426,0
Un océano entre nosotros,Colin Firth,Rachel Weisz,Drama,18000000,4536348,5.9,0
Zooloco,Kevin James,Rosario Dawson,Comedia,80000000,169900000,5.425,1
3 pequeños ninjas,Victor Wong,Margarita Franco,Familia,6500000,29000301,5.682,1
Astérix y el golpe de menhir,Roger Carel,Marie-Anne Chazel,Familia,0,0,6.3,0
El señor de las moscas,Balthazar Getty,Desconocido,Aventura,0,13985225,6.356,0
¡Que te den profe! 3,Elyas M'Barek,Jella Haase,Comedia,0,64236772,6.0,0
Anon,Clive Owen,Amanda Seyfried,Ciencia ficción,20000000,1197741,6.0,0
Pokémon 3: El hechizo de los Unown,Yūji Ueda,松本梨香,Aventura,16000000,68452128,6.498,1
En busca del Rey del Sol,Glen Campbell,Kathryn Holcomb,Comedia,18000000,11657385,6.179,0
Tom y Jerry en la Tierra de Nieve,Carlos Alazraqui,Kimberly Brooks,Familia,0,0,6.729,0
Just Friends,Josha Stradowski,Jenny Arean,Romance,0,0,6.9,0
Casa de arena y niebla,Ben Kingsley,Jennifer Connelly,Drama,16500000,16942795,7.2,1
Dark web,Jack Kesy,Conor Leslie,Suspense,0,0,6.0,0
윤율의 사내 불륜,민도윤,Yoon Yool,Drama,0,0,0.0,0
Babe 2: El cerdito en la ciudad,James Cromwell,E. G. Daily,Familia,90000000,69100000,5.62,0
Gandhi,Ben Kingsley,Candice Bergen,Drama,22000000,77737889,7.6,1
El héroe de Berlín,Stephan James,Shanice Banton,Drama,5000000,24804129,7.25,1
Initial D. Derrapando al límite,Jay Chou,鈴木杏,Acción,1549000,7096000,6.6,1
Oxígeno,Mathieu Amalric,Mélanie Laurent,Ciencia ficción,0,0,6.614,0
RocknRolla,Gerard Butler,Thandiwe Newton,Acción,18000000,25740863,6.961,1
El gato con botas: Atrapado en un cuento épico,Eric Bauza,Jayma Mays,Familia,0,0,6.6,0
Stuart Little: Aventura en el bosque,Michael J. Fox,Geena Davis,Animación,0,0,5.199,0
Cheque en blanco,Brian Bonsall,Karen Duffy,Comedia,13000000,30600000,5.925,1
The Bling Ring,Israel Broussard,Katie Chang,Drama,15000000,19145732,5.422,1
Below,Matthew Davis,Olivia Williams,Suspense,40000000,2622015,6.0,0
El marido de mi hermana,Pierce Brosnan,Jessica Alba,Comedia,0,2400000,5.7,0
Días extraños,Ralph Fiennes,Angela Bassett,Crimen,42000000,7959291,7.0,0
Deadwood: La película,Timothy Olyphant,Molly Parker,Western,0,0,6.742,0
The Poison Rose,John Travolta,Famke Janssen,Suspense,0,323754,4.637,0
Contrarreloj,Nicolas Cage,Sami Gayle,Acción,35000000,2106557,5.451,0
Millennium 3: La reina en el palacio de las corrientes de aire,Michael Nyqvist,Noomi Rapace,Acción,4000000,43498108,7.055,1
Huracán Carter,Denzel Washington,Deborah Kara Unger,Drama,50000000,73956241,7.4,1
Noche infernal,Vincent Van Patten,Linda Blair,Terror,0,0,5.5,0
団鬼六　女教師縄地獄,関川慎二,麻吹淳子,Drama,0,0,4.2,0
"Muévete, esto es Nueva York",Eugene Levy,Ashley Olsen,Comedia,30000000,21289826,6.2,0
Neon Genesis Evangelion: Death Rebirth,Fumihiko Tachiki,緒方恵美,Animación,0,15877,7.395,0
Emmanuelle 4,Patrick Bauchau,Sylvia Kristel,Drama,0,0,4.8,0
Cosas nuestras,Kevin Zegers,Samaire Armstrong,Comedia,15500000,7385434,6.537,0
団鬼六　薔薇地獄,和田周,麻吹淳子,Drama,0,0,5.6,0
Aparajito (El invencible),Smaran Ghosal,Karuna Banerjee,Drama,0,170215,7.9,0
Opus,John Malkovich,Ayo Edebiri,Terror,0,0,0.0,0
The Hard Way,Michael Jai White,Mãdãlina Anea,Acción,0,0,5.4,0
Monster High: 13 monstruo-deseos,Audu Paden,America Young,Familia,0,0,7.7,0
Ven a Jugar,John Gallagher Jr.,Gillian Jacobs,Terror,9000000,8119285,6.401,0
Los novios de mi madre,Desconocido,Sandra Burgos,Drama,0,0,4.0,0
T2 Trainspotting,Ewan McGregor,Anjela Nedyalkova,Drama,18000000,41681746,6.9,1
La herencia del tío,Maciej Stuhr,Gabriela Muskała,Comedia,0,0,5.2,0
El cazador de sueños,Morgan Freeman,Rosemary Dunsmore,Drama,68000000,81240206,5.635,1
La maldición de la flor dorada,Chow Yun-fat,Gong Li,Acción,45000000,78568977,6.8,1
El regreso del Rey: Declive y resurgimiento de Elvis Presley,Elvis Presley,Priscilla Presley,Documental,0,0,7.3,0
Una travesía de amor,शाहरुख़ ख़ान,Deepika Padukone,Romance,18000000,62000000,6.465,1
A muse,박해일,김고은,Drama,0,9048531,7.0,0
"Kagemusha, la sombra del guerrero",Tatsuya Nakadai,Kaori Momoi,Acción,6000000,4000000,7.8,0
Antes de que te vayas,Chris Evans,Alice Eve,Comedia,0,37151,6.7,0
Las colinas tienen ojos,Robert Houston,Susan Lanier-Bramlett,Terror,350000,25000000,6.2,1
"Bowfinger, el pícaro",Steve Martin,Heather Graham,Comedia,55000000,98625775,6.2,1
En lo profundo del océano,Treat Williams,Michelle Pfeiffer,Drama,38000000,28121100,6.498,0
Southland Tales,Dwayne Johnson,Sarah Michelle Gellar,Ciencia ficción,17000000,374743,5.2,0
Cazadores de mentes,Jonny Lee Miller,Kathryn Morris,Misterio,27000000,21100000,6.5,0
Giro inesperado,Samuel L. Jackson,Ashley Judd,Acción,50000000,40954603,5.557,0
Un rubio,Gaston Re,Malena Irusta,Drama,0,0,7.9,0
Hardball,Keanu Reeves,Diane Lane,Drama,32000000,40222729,6.481,1
Coma,Риналь Мухаметов,Любовь Аксёнова,Ciencia ficción,2250000,9500000,6.394,1
Círculo,Carter Jenkins,Julie Benz,Ciencia ficción,0,0,6.0,0
¡Movida bajo el mar!,Freddie Prinze Jr.,Evan Rachel Wood,Animación,0,0,5.0,0
My Little Pony: Una nueva generación,James Marsden,Vanessa Hudgens,Animación,0,4100000,7.7,0
Héroes Pokémon,Yūji Ueda,松本梨香,Animación,0,27756381,6.647,0
October Sky (Cielo de octubre),Jake Gyllenhaal,Laura Dern,Drama,25000000,34698685,7.7,1
Veredicto final,Paul Newman,Charlotte Rampling,Drama,16000000,53977250,7.5,1
Teniente corrupto,Nicolas Cage,Eva Mendes,Drama,25000000,10589102,6.2,0
Juegos salvajes 2,Isaiah Washington,Susan Ward,Crimen,2800000,0,5.1,0
El final de todo,Theo James,Kat Graham,Ciencia ficción,20000000,0,5.3,0
Pluto Nash,Eddie Murphy,Rosario Dawson,Acción,100000000,7103973,4.365,0
Los primeros pasos de Groot,Vin Diesel,Desconocido,Animación,0,0,7.0,0
El rey del mando,Allen Covert,Linda Cardellini,Comedia,5000000,6538177,6.539,1
Mousa,Karim Mahmoud Abdel Aziz,Asmaa Aboul Yazeed,Acción,0,0,6.6,0
Fruitvale Station,Michael B. Jordan,Melonie Diaz,Drama,900000,17600000,7.4,1
I Believe,Rowan Smyth,Sarah Navratil,Familia,0,0,7.6,0
La Separación,Brian Cox,Madeline Brewer,Terror,0,4496216,5.7,0
La vida en rosa,Pascal Greggory,Marion Cotillard,Música,25000000,86274793,7.4,1
La chica de la aguja,Besir Zeciri,Vic Carmen Sonne,Drama,0,47726,7.5,0
Contagio de miedo,Paul Michael Ayre,Melissa Brattoni,Ciencia ficción,0,0,6.1,0
A la caza,Al Pacino,Karen Allen,Crimen,11000000,19814523,6.581,1
Uno de nosotros,Kevin Costner,Diane Lane,Suspense,21000000,7997460,6.808,0
Allan Quatermain y la ciudad perdida del oro,Richard Chamberlain,Sharon Stone,Aventura,0,3751285,4.749,0
자매의 S스캔들,Sin Seong-hoon,Shin Yu-ju,Drama,0,0,5.1,0
清宫性史3之名妓风流,Desconocido,Desconocido,Drama,0,0,0.0,0
Pokémon:  Volcanion y la maravilla mecánica,Yuki Kaji,松本梨香,Familia,0,19727392,6.7,0
La lista,Ewan McGregor,Michelle Williams,Suspense,25000000,18024545,5.948,0
Caballo soñador,Owen Teale,Toni Collette,Comedia,20000000,6435260,7.0,0
Abajo el amor,Ewan McGregor,Renée Zellweger,Comedia,35000000,20298207,6.1,0
My Mistress,Harrison Gilbertson,Emmanuelle Béart,Romance,0,0,5.2,0
El poder del dinero,Liam Hemsworth,Amber Heard,Drama,35000000,17056265,5.724,0
Inmune,K.J. Apa,Sofia Carson,Ciencia ficción,2500000,1000000,6.228,0
Recuerda,Gregory Peck,Ingrid Bergman,Suspense,1500000,7000000,7.405,1
Tiburón 3D: La presa,Dustin Milligan,Sara Paxton,Suspense,28000000,10126458,5.0,0
Razas de noche,Craig Sheffer,Anne Bobby,Terror,11000000,8862354,6.361,0
"Mahoma, el mensajero de Dios",Anthony Quinn,Irene Papas,Aventura,10000000,15000000,7.2,1
Mars Express,Mathieu Amalric,Léa Drucker,Animación,7900000,1455713,7.6,0
Casi imposible,Seth Rogen,Charlize Theron,Comedia,40000000,0,6.726,0
Hellboy Animado: Dioses y vampiros,Ron Perlman,Selma Blair,Animación,0,0,6.322,0
Happiness,Jon Lovitz,Jane Adams,Comedia,3000000,2800000,7.5,0
Jugando con fuego,John Cena,Brianna Hildebrand,Familia,29900000,69412425,6.6,1
Tras la linea enemiga 3: Colombia,Keith David,Jennice Fuentes,Bélica,0,0,5.7,0
Minúsculos  2: Las mandíbulas en el fin del mundo,Bruno Salomone,Huifang Liu,Animación,0,0,7.1,0
Tránsito,Ewan McGregor,Naomi Watts,Misterio,50000000,8342132,6.6,0
El síndrome de Berlín,Max Riemelt,Teresa Palmer,Misterio,0,397783,6.017,0
Ivanhoe,Robert Taylor,Elizabeth Taylor,Aventura,3842000,10878000,6.781,1
Die Tagebücher von Adam und Eva,Àlex Brendemühl,Anca Androne,Comedia,0,0,0.0,0
Europa One,Michael Nyqvist,Anamaria Marinca,Ciencia ficción,0,125687,6.27,0
10 giorni con i suoi,Fabio De Luigi,Valentina Lodovini,Comedia,0,0,5.0,0
Asesinos,Sylvester Stallone,Julianne Moore,Acción,50000000,30303072,6.5,0
가자 장미여관으로 4,James,Han Ga-in,Drama,0,0,6.0,0
Godzilla contraataca,小泉博,若山セツ子,Ciencia ficción,800000,1952653,6.0,1
Philomena,Steve Coogan,Judi Dench,Drama,12000000,100100000,7.4,1
D-Cup Personal Secretary,Hae Il,Sae Bom,Romance,0,0,0.0,0
Equipo Mortal,Mark Wahlberg,Christina Applegate,Acción,13000000,27007143,5.9,1
Solaris,George Clooney,Natascha McElhone,Drama,47000000,30002758,5.916,0
Rape Zombie: Lust of the Dead 5,貴山侑哉,めぐり,Terror,0,0,7.318,0
Hasta los huesos,Keanu Reeves,Lily Collins,Drama,0,0,7.217,0
El imaginario del doctor Parnassus,Christopher Plummer,Lily Cole,Aventura,30000000,64352607,6.4,1
El gato de las nueve colas,James Franciscus,Catherine Spaak,Misterio,1000000,1204739,6.735,1
El secreto de los McCann,Michael Caine,Kyra Sedgwick,Familia,0,0,7.17,0
Khumba,Jake T. Austin,AnnaSophia Robb,Animación,20000000,27200000,6.0,1
Old Henry,Tim Blake Nelson,Desconocido,Western,1500000,77463,7.3,0
Luces rojas,Robert De Niro,Sigourney Weaver,Suspense,14000000,13551174,6.187,0
Русская нимфетка: искушение,Oleg Bilitsky,Valeria Nemchenko,Drama,0,0,5.9,0
Entra En Mi Vida,Hugo Catalán,Paulina Goto,Comedia,0,0,6.9,0
eXistenZ,Jude Law,Jennifer Jason Leigh,Acción,15000000,2856712,6.805,0
El expreso de Chicago,Gene Wilder,Jill Clayburgh,Comedia,6500000,51100000,6.7,1
Deep Sea. Viaje a las profundidades,蘇鑫,Wang Ting Wen,Animación,28700000,136090000,7.0,1
Ostwind,Marvin Linke,Hanna Binke,Aventura,0,0,7.3,0
Bridget Jones' Baby,Colin Firth,Renée Zellweger,Drama,35000000,211952420,6.415,1
À ma soeur!,Libero De Rienzo,Anaïs Reboux,Drama,0,766000,6.16,0
La puerta mágica,Christoph Waltz,Sophie Wilde,Fantasía,0,0,6.52,0
La chica en la niebla,Toni Servillo,Galatea Ranzi,Misterio,0,0,6.8,0
Wyrmwood: Apocalypse,Luke McKenzie,Shantae Barnes-Cowan,Acción,0,0,5.8,0
Batman: El asalto de Arkham,Kevin Conroy,Hynden Walch,Suspense,0,4571025,7.314,0
El poder de la esperanza,William Zabka,Danica McKellar,Drama,0,1156000,6.8,0
Titán A.E.,Matt Damon,Drew Barrymore,Animación,75000000,36754634,6.6,0
Acción Policial,Jackie Chan,景甜,Acción,35000000,94300000,6.2,1
Leprechaun 3 (El duende 3),Warwick Davis,Lee Armstrong,Comedia,1200000,0,5.9,0
Kung Pow: A puñetazo limpio,Steve Oedekerk,Hsieh Ling-ling,Comedia,10000000,17000000,6.4,1
El castillo a través del espejo,Yuki Kaji,Ami Touma,Animación,0,0,7.1,0
Legado de sangre,Sam Worthington,Phoebe Tonkin,Crimen,0,0,6.057,0
Peso Pesado,Kevin James,Salma Hayek Pinault,Comedia,42000000,73100000,6.192,1
Pasión sin barreras,James Spader,Susan Sarandon,Drama,0,17487531,6.141,0
El guardián de la reliquia,Tom Holland,Desconocido,Acción,0,0,5.9,0
Sympathy for Mr. Vengeance,Song Kang-ho,Bae Doona,Acción,4000000,1954937,7.46,0
Personal Shopper,Lars Eidinger,Kristen Stewart,Drama,6000000,1305195,5.9,0
Recalled,김강우,서예지,Misterio,0,0,7.0,0
"María, reina de Escocia",Jack Lowden,Saoirse Ronan,Drama,25000000,46712809,6.6,1
Sin rastro,Daniel Sunjata,Amanda Seyfried,Suspense,0,18100189,6.2,0
Una buena persona,Morgan Freeman,Florence Pugh,Drama,0,2196991,7.1,0
Nunca entre amigos,Jason Sudeikis,Alison Brie,Comedia,0,3214116,6.3,0
Supercell,Skeet Ulrich,Anne Heche,Acción,0,0,5.735,0
Behaving Badly,Nat Wolff,Selena Gómez,Comedia,0,422697,5.296,0
Siéntete Sexy,Raoul Bova,Diana Del Bufalo,Comedia,0,0,5.7,0
Van Wilder: Freshman Year,Jonathan Bennett,Kristin Cavallari,Comedia,6000000,20543,5.4,0
Las seductoras,Jason Lee,Sigourney Weaver,Comedia,35000000,57800000,6.095,1
Este cuerpo me sienta de muerte,Vince Vaughn,Kathryn Newton,Comedia,5000000,15100000,6.557,1
Faster Than Light: the Dream of Interstellar Flight,Sean Bean,Desconocido,Documental,0,0,6.0,0
Mosul,Suhail Dabbach,Hayat Kamille,Bélica,0,0,6.7,0
Zambezia,Samuel L. Jackson,Abigail Breslin,Comedia,20000000,0,6.2,0
Las cuatro plumas,Heath Ledger,Kate Hudson,Acción,35000000,29882645,6.6,0
Michael Clayton,George Clooney,Tilda Swinton,Drama,25000000,92991835,6.779,1
Caos,Michael Biehn,Anne Hathaway,Crimen,9000000,371000,5.2,0
Hellraiser IX - Revelation,Steven Brand,Tracey Fairaway,Terror,350000,0,3.6,0
Cazadores de tesoros,Тихон Жизневский,Диана Пожарская,Acción,0,0,6.2,0
Ojos Grises,William Prociuk,Cecilia Milano,Acción,0,0,5.828,0
A propósito de Llewyn Davis,Oscar Isaac,Carey Mulligan,Drama,11000000,32935319,7.19,1
Searching,John Cho,Michelle La,Drama,1000000,75462037,7.575,1
Soldado universal: Hermanos de armas,Matt Battaglia,Chandra West,Acción,5350000,0,4.12,0
El gran rubio con un zapato negro,Pierre Richard,Mireille Darc,Comedia,0,4300000,7.0,0
Relación mortal,Johnathon Schaech,Jessica Lange,Drama,21000000,13583690,5.6,0
Mi amigo Mac,Jonathan Ward,Christine Ebersole,Familia,0,5935269,4.4,0
Más falsas apariencias,Bruce Willis,Amanda Peet,Comedia,40000000,26155781,5.746,0
Nadie sabe,柳楽優弥,北浦愛,Drama,0,0,7.971,0
"Larry Crowne, nunca es tarde",Tom Hanks,Julia Roberts,Comedia,30000000,75055070,5.979,1
Asesinato... 1-2-3,Ben Chaplin,Sandra Bullock,Crimen,50000000,56714147,6.143,1
Bajo el muelle,Michael Cera,Keke Palmer,Animación,0,0,7.2,0
Marmalade,Joe Keery,Camila Morrone,Romance,0,0,6.5,0
Bank of Dave 2: The Loan Ranger,Rory Kinnear,Jo Hartley,Comedia,0,0,6.4,0
Una historia de venganza,Arnold Schwarzenegger,Maggie Grace,Drama,10500000,840809,5.746,0
Hooligans,Elijah Wood,Claire Forlani,Crimen,0,3154346,7.3,0
Falsa evidencia,Guy Pearce,Minnie Driver,Misterio,8500000,0,5.6,0
La criada,Cyrus Elias,Florence Guérin,Drama,0,0,5.1,0
En carne viva,Mark Ruffalo,Meg Ryan,Drama,12000000,23726793,5.134,1
El arma del engaño,Colin Firth,Kelly Macdonald,Bélica,0,0,6.499,0
Godzilla Against MechaGodzilla,宅麻伸,釈由美子,Acción,8500000,16000000,7.4,1
Sang Woo y su abuela,유승호,Kim Eul-boon,Drama,2000000,0,7.9,0
Spy Game (Juego de espías),Robert Redford,Catherine McCormack,Acción,115000000,143049560,6.913,1
Los juegos del amor,"Damon Wayans, Jr.",Gina Rodriguez,Romance,0,0,6.058,0
Bridget Jones: Sobreviviré,Colin Firth,Renée Zellweger,Comedia,40000000,265126918,6.2,1
Harbin,현빈,전여빈,Acción,0,28219142,8.0,0
Mazinger Z: Infinity,Showtaro Morikubo,Ai Kayano,Acción,0,2732673,6.845,0
Suburra,Pierfrancesco Favino,Greta Scarano,Crimen,7000000,0,7.293,0
La última película,Timothy Bottoms,Cybill Shepherd,Drama,1300000,29133000,7.7,1
Munich,Eric Bana,Ayelet Zurer,Drama,70000000,130982129,7.2,1
Runt,Jai Courtney,Celeste Barber,Familia,0,0,6.5,0
Largo Winch,Tomer Sisley,Kristin Scott Thomas,Aventura,25400000,17100000,6.07,0
Ejecución inminente,Clint Eastwood,LisaGay Hamilton,Drama,55000000,16700000,6.5,0
The Florida Project,Willem Dafoe,Brooklynn Prince,Drama,2000000,11303040,7.416,1
孙悟空大闹狮驼岭,谢苗,史恩璟,Acción,0,0,2.5,0
Mallrats,Jason Lee,Shannen Doherty,Romance,6000000,2122561,6.8,0
Perros de paja,James Marsden,Kate Bosworth,Drama,25000000,10324441,5.912,0
Swiss Army Man,Paul Dano,Mary Elizabeth Winstead,Comedia,3000000,5800000,6.9,1
Los idus de marzo,Ryan Gosling,Evan Rachel Wood,Drama,12500000,76338111,6.677,1
Silo,Jeremy Holm,Jill Paice,Drama,0,0,4.6,0
Jackass 3D,Johnny Knoxville,April Margera,Comedia,20000000,117224271,6.61,1
Águila de acero,Louis Gossett Jr.,Caroline Lagerfelt,Acción,18000000,24159872,5.5,1
La cruz de hierro,James Coburn,Véronique Vendell,Drama,6000000,1509000,7.1,0
Venganza,B.J. Novak,J. Smith-Cameron,Comedia,0,4225720,6.6,0
Boksoon debe morir,설경구,전도연,Acción,0,0,6.843,0
Remando como un solo hombre,Joel Edgerton,Hadley Robinson,Drama,40000000,54401583,7.267,1
El secreto de una obsesión,Chiwetel Ejiofor,Nicole Kidman,Suspense,19500000,34854990,6.4,1
Nancy Drew. Misterio en las colinas de Hollywood,Max Thieriot,Emma Roberts,Familia,20000000,30715465,6.1,1
Nuestra hermana pequeña,加瀬亮,綾瀬はるか,Drama,0,346485,7.578,0
Elton John: Never Too Late,Elton John,Dua Lipa,Documental,0,0,6.2,0
El cortador de césped,Jeff Fahey,Jenny Wright,Ciencia ficción,10000000,32100816,5.597,1
2067,Kodi Smit-McPhee,Sana'a Shaik,Ciencia ficción,0,0,5.3,0
Un hombre lobo entre nosotros,Sam Richardson,Milana Vayntrub,Terror,6500000,937490,6.021,0
딸의 애인 3,상우,Han Seo-ah,Romance,0,0,5.5,0
Ojos de fuego,Zac Efron,Ryan Kiera Armstrong,Terror,12000000,15000000,5.561,1
Zulú,Stanley Baker,Ulla Jacobsson,Acción,1720000,8000000,7.4,1
Semillas del ayer,Jason Lewis,Rachael Carpani,Película de TV,0,0,6.519,0
El Zorro,Alain Delon,Ottavia Piccolo,Aventura,0,0,6.6,0
El juego bonito,Bill Nighy,Valeria Golino,Drama,0,0,6.3,0
대리 배달녀,Jung In,Jin Seo-yool,Romance,0,0,0.0,0
Ingrid Goes West,O'Shea Jackson Jr.,Aubrey Plaza,Comedia,0,24931915,6.4,0
Réquiem por un sueño,Jared Leto,Ellen Burstyn,Crimen,4500000,7390108,8.014,1
Keajaiban Air Mata Wanita,Rezky Aditya,Citra Kirana,Drama,0,0,0.0,0
Nostalgia,Олег Янковский,Domiziana Giordano,Drama,875000,311708,7.8,0
Latidos en la oscuridad,David Tennant,Kerry Condon,Suspense,0,3435047,6.7,0
Bleach: Memories of Nobody,Masakazu Morita,Fumiko Orikasa,Fantasía,0,1238072,6.929,0
Juego de lágrimas,Stephen Rea,Miranda Richardson,Crimen,3705538,62548947,6.836,1
Es por su bien,Michael Ronda,Consuelo Duval,Comedia,0,0,7.2,0
Criaturas celestiales,Clive Merrison,Melanie Lynskey,Drama,5000000,3049135,7.0,0
Sol rojo,Charles Bronson,Ursula Andress,Western,0,0,6.9,0
Las ruinas,Jonathan Tucker,Jena Malone,Terror,8000000,22818256,5.941,1
Nosotros de nuevo,Desconocido,Desconocido,Animación,0,0,7.8,0
Good Kisser,Desconocido,Rachel Paulson,Romance,0,0,4.5,0
Scooby-Doo! El conflicto de Shaggy,Frank Welker,Grey DeLisle,Animación,0,0,7.8,0
10x10,Luke Evans,Kelly Reilly,Drama,0,68260,5.2,0
Igor Grom contra el Doctor Peste,Тихон Жизневский,Любовь Аксёнова,Acción,10000000,4500000,6.7,0
鴨王2,Dominic Ho,Connie Man,Drama,0,321930,3.6,0
Morning Glory,Harrison Ford,Rachel McAdams,Drama,40000000,60040976,6.343,1
La habitación (The room),Kevin Janssens,Olga Kurylenko,Terror,0,44291,6.4,0
El gendarme en Nueva York,Louis de Funès,Geneviève Grad,Comedia,0,0,6.323,0
Adivina quién,Bernie Mac,Zoe Saldaña,Comedia,35000000,103100000,5.979,1
Amadrinadas,Santiago Cabrera,Jillian Bell,Familia,0,0,6.743,0
Tom y Jerry: el anillo mágico,Jeff Bennett,Maile Flanagan,Animación,0,0,6.4,0
¡Me ha caído el muerto!,Ricky Gervais,Téa Leoni,Drama,20000000,27100000,6.5,1
El sueño de Ellis,Joaquin Phoenix,Marion Cotillard,Drama,16000000,5867686,6.319,0
Cannonball,David Carradine,Veronica Hamel,Acción,780000,1500000,5.528,1
The Assistant,Matthew Macfadyen,Julia Garner,Drama,0,1338881,6.289,0
Tierra del mal,Matt Dillon,Amy Smart,Drama,0,0,5.516,0
Ancien y el mundo mágico,江口洋介,高畑充希,Fantasía,0,0,6.663,0
Caras vemos,Bruno Bichir,Mariana Treviño,Comedia,0,0,7.4,0
La isla de los monstruos,矢崎知紀,中真千子,Fantasía,0,2399280,5.1,0
Al límite,Nicolas Cage,Patricia Arquette,Drama,32000000,16797191,6.6,0
Despidiendo a Yang,Justin H. Min,Malea Emma Tjandrawidjaja,Ciencia ficción,0,131465,6.4,0
Cada día,Justice Smith,Angourie Rice,Romance,4900000,10400000,7.234,1
Bajo el fuego,Nick Nolte,Joanna Cassidy,Drama,0,0,6.648,0
"Mis dobles, mi mujer y yo",Michael Keaton,Andie MacDowell,Comedia,45000000,21075014,5.777,0
Persecución mortal,Bruce Willis,Sarah Jessica Parker,Crimen,0,0,5.9,0
Waking Life,Ethan Hawke,Julie Delpy,Animación,0,3176880,7.5,0
Superdog,Jason Lee,Taylor Momsen,Familia,25000000,65270477,5.534,1
Piratas de Silicon Valley,Noah Wyle,Sheila Shaw,Drama,0,0,7.083,0
D.E.B.S. (Espías en acción),Geoff Stults,Sara Foster,Acción,3500000,0,6.419,0
Good Burger 2,Kel Mitchell,Kamaia Fairburn,Familia,0,0,6.494,0
La batalla de los sexos,Steve Carell,Emma Stone,Drama,25000000,12638526,6.77,0
El príncipe y yo,Luke Mably,Julia Stiles,Comedia,0,0,6.193,0
Los Miserables: La leyenda nunca muere,Liam Neeson,Uma Thurman,Crimen,14000000,14096321,7.2,1
